headword,CEFR,freq,len,syl
warm,A1,4.71,4,1
warm,B1,4.71,4,1
warmly,B1,3.24,6,2
warmth,B1,3.8,6,1
warn,B1,4.02,4,1
warning,B1,4.59,7,2
warranty,B1,3.73,8,3
warrior,B1,4.16,7,3
warship,B2,3.15,7,2
wartime,B2,3.59,7,2
was,A1,6.82,3,1
wash,A1,4.46,4,1
wash,A1,4.46,4,1
washbowl,B1,1.1,8,2
washing machine,A2,4.06,15,4
washing-up,A2,4.13,10,2
wasp,B2,3.35,4,1
waste,B1,4.81,5,1
waste,B1,4.81,5,1
waste,B1,4.81,5,1
wasteful,B1,3.27,8,2
watch,A1,5.34,5,1
watch,A1,5.34,5,1
water,A1,5.52,5,2
water,B2,5.52,5,2
waterfall,B1,3.54,9,3
waterproof,B2,3.55,10,3
wave,A2,4.62,4,1
wave,B1,4.62,4,1
wax,B1,3.92,3,1
wax,B1,3.92,3,1
way,A1,6.01,3,1
we,A1,6.54,2,1
weak,A2,4.66,4,1
weaken,B2,3.49,6,2
weakly,B2,3.17,6,2
weakness,B1,4.19,8,2
wealth,A2,4.51,6,1
wealthy,B2,4.21,7,2
weapon,B1,4.54,6,2
wear,A1,4.92,4,1
wearisome,B2,1.98,9,3
weary,B2,3.61,5,2
weather,A1,4.87,7,2
weather forecast,B1,4.03,16,4
weave,B2,3.53,5,1
web,A2,4.74,3,1
web page,A2,4.59,8,2
webcam,B1,3.49,6,3
website,A2,5.09,7,2
wed,B2,3.66,3,1
wedding,A2,4.83,7,2
Wednesday,A1,4.59,9,2
weed,B2,4.27,4,1
week,A1,5.56,4,1
weekday,A2,3.31,7,2
weekend,A1,4.93,7,2
weekly,A2,4.57,6,2
weekly,A2,4.57,6,2
weep,A2,3.37,4,1
weigh,A2,3.99,5,1
weight,A2,5.02,6,1
weird,B1,4.81,5,1
welcome,B1,4.99,7,2
welcome,A1,4.99,7,2
welcome,B2,4.99,7,2
welcome,A1,4.99,7,2
welfare,B2,4.43,7,2
well,A1,6.03,4,1
well,A1,6.03,4,1
well-balanced,B2,4.17,13,3
well-built,B2,5.03,10,2
well-dressed,B1,4.41,12,2
well-known,A2,5.3,10,2
well-organized/well-organised,B2,3.94,29,6
well-paid,B2,5.07,9,2
were,A1,6.34,4,1
west,A2,5.29,4,1
west,A2,5.29,4,1
west,A2,5.29,4,1
western,B2,5.01,7,2
westward,B1,3.35,8,2
wet,A2,4.54,3,1
wetland,B1,3.14,7,2
whale,B1,3.98,5,1
what,A1,6.38,4,1
what,A1,6.38,4,1
whatever,A2,5.14,8,3
whatever,B1,5.14,8,3
wheat,B2,4.01,5,1
wheel,A1,4.5,5,1
wheelchair,A2,3.86,10,2
when,A1,6.37,4,1
when,A1,6.37,4,1
whenever,B1,4.63,8,3
whenever,B1,4.63,8,3
where,A1,6.0,5,1
where,A1,6.0,5,1
whereas,B2,4.41,7,2
wherever,B1,4.27,8,3
whether,B1,5.32,7,2
which,A1,6.3,5,1
which,A1,6.3,5,1
whichever,B1,3.7,9,3
whichever,B2,3.7,9,3
while,A2,5.86,5,1
while,B1,5.86,5,1
whip,B2,4.01,4,1
whiskey/whisky,B2,3.4,14,2
whisper,B1,3.74,7,2
whisper,B2,3.74,7,2
whistle,B1,3.88,7,2
whistle,B2,3.88,7,2
white,A1,5.51,5,1
white,A1,5.51,5,1
who,A1,6.34,3,1
whoever,B1,4.42,7,3
whom,A2,4.85,4,1
whose,A1,5.07,5,1
whose,A1,5.07,5,1
why,A1,5.93,3,1
wide,A2,4.96,4,1
wide,A2,4.96,4,1
widely,A2,4.54,6,2
widen,B2,3.25,5,2
widespread,B1,4.19,10,2
widow,B2,4.08,5,2
width,B2,4.02,5,1
wife,A1,5.23,4,1
wild,A2,4.8,4,1
wilderness,B2,3.95,10,3
wildlife,B1,4.33,8,2
wildly,B1,3.71,6,2
will,A1,6.45,4,1
will,B2,6.45,4,1
willing,B2,4.72,7,2
willingly,B2,3.58,9,3
willingness,B1,3.82,11,3
win,B2,5.39,3,1
win,A1,5.39,3,1
wind,A1,4.84,4,1
wind,B2,4.84,4,1
winding,B2,3.71,7,2
window,A1,4.8,6,2
windshield,B2,3.41,10,2
windsurfing,B1,2.48,11,3
windy,A2,3.57,5,2
wine,A2,4.74,4,1
wing,B1,4.61,4,1
wink,B2,3.5,4,1
winner,A2,4.8,6,2
winter,A1,4.89,6,2
wipe,B2,4.01,4,1
wire,B1,4.43,4,2
wire,B2,4.43,4,2
wisdom,A2,4.3,6,2
wise,A2,4.51,4,1
wit,B2,3.96,3,1
with,A1,6.85,4,1
withdraw,B2,4.05,8,2
withdrawal,B2,4.05,10,3
wither,B1,3.02,6,2
within,A2,5.44,6,2
without,A2,5.69,7,2
witness,B2,4.52,7,2
witness,B1,4.52,7,2
witty,B2,3.56,5,2
wizard,B1,3.93,6,2
wolf,B2,4.35,4,1
woman,A1,5.35,5,2
wonder,B1,4.93,6,2
wonder,A2,4.93,6,2
wonderful,A1,4.85,9,3
wondrous,B2,3.12,8,2
wood,A2,4.78,4,1
woodcarving,B2,1.94,11,3
wooden,A2,4.33,6,2
wool,A2,3.91,4,1
word,A1,5.26,4,1
wordlessly,B2,2.03,10,3
work,A1,5.96,4,1
work,A1,5.96,4,1
workaholic,B2,2.64,10,4
workbench,B2,2.59,9,2
worker,A1,4.43,6,2
working,B1,5.45,7,2
workman,B2,2.96,7,2
workout,B1,4.02,7,2
workplace,B1,4.04,9,2
workshop,B1,4.15,8,2
worktable,B2,1.54,9,2
world,A1,5.89,5,1
worldly,B2,3.34,7,2
worldview,B2,3.26,9,2
worldwide,B2,4.54,9,2
worldwide,A2,4.54,9,2
worm,B2,3.77,4,1
worn,B1,4.26,4,1
wornout/worn out/worn-out,B2,1.1,25,4
worried,A2,4.63,7,2
worry,A1,4.84,5,2
worry,A2,4.84,5,2
worrying,B2,4.12,8,3
worse,A2,4.89,5,1
worse,A2,4.89,5,1
worse,B2,4.89,5,1
worsen,B2,3.06,6,2
worship,B2,4.29,7,2
worst,A2,4.93,5,1
worst,B2,4.93,5,1
worst,B1,4.93,5,1
worth,B1,5.16,5,1
worthless,B2,3.82,9,2
worthwhile,B1,3.74,10,2
worthy,B1,4.29,6,2
would,A1,6.27,5,1
wound,B1,4.24,5,1
wound,B2,4.24,5,1
wrap,B1,4.2,4,1
wrap,B1,4.2,4,1
wrapping,B1,3.58,8,2
wreck,B2,3.96,5,1
wrist,B1,4.01,5,1
wristwatch,B1,2.7,10,2
write,A1,5.03,5,1
writer,A1,4.69,6,2
writing,A2,5.07,7,2
written,B1,5.09,7,2
wrong,A1,5.39,5,1
wrong,A2,5.39,5,1
wrongly,B2,3.46,7,2
X-ray,B2,4.57,5,1
yacht,B2,3.82,5,1
yard,A1,4.57,4,1
yawn,B2,3.07,4,1
yawn,B2,3.07,4,1
yeah,A2,5.37,4,1
year,A1,5.96,4,1
yearn,B2,2.97,5,1
yell,B1,3.85,4,1
yell,B2,3.85,4,1
yellow,A1,4.69,6,2
yellow,A1,4.69,6,2
yes,A1,5.5,3,1
yesterday,A1,4.91,9,3
yet,A1,5.54,3,1
yet,B1,5.54,3,1
yield,B2,4.16,5,1
yoga,B1,4.2,4,2
yogurt/yoghurt,A1,2.92,14,4
you,A1,6.98,3,1
young,A1,5.43,5,1
your,A1,6.53,4,1
yours,A1,4.75,5,1
yourself,A1,5.31,8,2
youth,A2,4.75,5,1
youthful,B2,3.58,8,2
yummy,B2,3.54,5,2
zebra,B2,3.4,5,2
zip,B2,3.87,3,1
zone,A2,4.72,4,1
zoo,A1,4.14,3,1
zoom,B2,3.83,4,1
exterior,C1,3.91,8,4
cloak,C1,3.57,5,1
timid,C1,3.25,5,2
reluctantly,C1,3.45,11,4
complexity,C1,4.02,10,4
concur,C1,3.18,6,2
avid,C1,3.5,4,2
marvel,C1,4.16,6,2
wing,C1,4.61,4,1
enviable,C1,2.87,8,4
organizational,C1,3.83,14,6
psychiatrist,C1,3.7,12,4
psychiatric,C1,3.87,11,4
clinical,C1,4.51,8,3
corps,C1,4.27,5,1
forensic,C1,3.75,8,3
juvenile,C1,3.88,8,3
juvenile,C1,3.88,8,3
jurisdiction,C1,4.1,12,4
accustomed,C1,3.64,10,3
trauma,C1,4.14,6,2
traumatic,C1,3.79,9,3
constraint,C1,3.28,10,2
revealing,C1,3.97,9,3
eccentric,C1,3.58,9,3
sanctity,C1,3.04,8,3
conform,C1,3.53,7,2
norms,C1,3.76,5,1
quirk,C1,3.13,5,1
oddity,C1,2.77,6,3
compel,C1,3.28,6,2
compulsion,C1,3.1,10,3
conceive,C1,3.4,8,2
conceivable,C1,3.17,11,4
assertion,C1,3.63,9,3
individuality,C1,3.2,13,7
psyche,C1,3.42,6,2
conformity,C1,3.2,10,4
unconventional,C1,3.42,14,5
congregate,C1,2.92,10,3
rally,C1,4.34,5,2
resent,C1,3.38,6,2
self-conscious,C1,4.14,14,3
wary,C1,3.57,4,2
dynamically,C1,3.03,11,4
hostess,C1,3.35,7,2
perpetuate,C1,3.19,10,4
naturalness,C1,2.21,11,4
exhibitionist,C1,2.42,13,5
isolate,C1,3.6,7,3
isolated,C1,4.24,8,4
humble,C1,4.11,6,2
humble,C1,4.11,6,2
refreshingly,C1,2.68,12,4
effortless,C1,3.14,10,3
suffice,C1,3.46,7,2
purity,C1,3.69,6,3
gruelling,C1,2.51,9,2
cast,C1,4.79,4,1
cast,C1,4.79,4,1
cast,C1,4.79,4,1
comprise,C1,3.62,8,2
plaster,C1,3.53,7,2
plaster,C1,3.53,7,2
darkroom,C1,2.66,8,2
induct,C1,2.25,6,2
induction,C1,3.71,9,3
stock,C1,4.93,5,1
fossil,C1,3.99,6,2
geological,C1,3.82,10,5
geologically,C1,2.49,12,6
house,C1,5.71,5,1
specimen,C1,3.72,8,3
enormously,C1,3.39,10,4
gem,C1,3.87,3,1
explanatory,C1,3.31,11,5
vertical,C1,4.15,8,3
knowledgeable,C1,3.53,13,4
ordinarily,C1,3.26,10,5
hanging,C1,4.5,7,2
hanging,C1,4.5,7,2
tomb,C1,3.89,4,1
formulate,C1,3.23,9,3
resin,C1,3.61,5,2
sacrifice,C1,4.29,9,3
sacrifice,C1,4.29,9,3
cleanly,C1,3.02,7,2
endorsement,C1,3.75,11,3
continuity,C1,3.77,10,5
shambles,C1,3.11,8,2
claustrophobic,C1,2.85,14,4
claustrophobia,C1,2.56,14,5
headstrong,C1,2.69,10,2
tact,C1,3.08,4,1
tactful,C1,2.59,7,2
tactfully,C1,2.36,9,3
blister,C1,3.0,7,2
blister,C1,3.0,7,2
sponsorship,C1,3.72,11,3
ego,C1,4.02,3,2
class,C1,5.36,5,1
saloon,C1,3.43,6,2
lap,C1,4.18,3,1
beforehand,C1,3.62,10,3
slob,C1,2.77,4,1
coverage,C1,4.63,8,3
unplug,C1,2.95,6,2
gadget,C1,3.45,6,2
rediscover,C1,2.8,10,4
subtly,C1,3.3,6,3
brainwash,C1,2.66,9,2
brainwashing,C1,2.93,12,3
implicate,C1,2.84,9,3
craft,C1,4.3,5,1
malfunction,C1,3.29,11,3
dependent,C1,4.28,9,3
wayside,C1,2.99,7,2
expire,C1,3.54,6,2
con,C1,4.28,3,1
con,C1,4.28,3,1
puzzle,C1,3.96,6,2
damply,C1,0.0,6,1
ghostly,C1,3.14,7,2
carrier,C1,4.29,7,3
washtub,C1,1.7,7,2
apt,C1,3.69,3,1
apt to,C1,3.69,6,2
portable,C1,3.97,8,3
portable,C1,3.97,8,3
ornamental,C1,3.34,10,4
placid,C1,3.01,6,2
placidly,C1,1.8,8,3
unmanageable,C1,2.68,12,5
appliance,C1,3.35,9,3
relinquish,C1,3.12,10,3
tedious,C1,3.5,7,3
tedium,C1,2.55,6,3
exert,C1,3.36,5,2
extortion,C1,3.29,9,3
alleviate,C1,3.52,9,4
elaborate,C1,4.06,9,3
elaborate,C1,4.06,9,3
elaboration,C1,2.82,11,5
detest,C1,2.87,6,2
detestable,C1,2.47,10,2
suds,C1,2.56,4,1
agreeable,C1,3.19,9,4
prowl,C1,2.75,5,1
speculate,C1,3.48,9,3
speculation,C1,3.99,11,4
speculative,C1,3.51,11,4
peacock,C1,3.44,7,2
disdain,C1,3.33,7,2
reenact,C1,2.42,7,3
torment,C1,3.36,7,2
torment,C1,3.36,7,2
extravagance,C1,2.81,12,4
exploit,C1,3.83,7,2
exploitation,C1,3.84,12,4
mechanism,C1,4.27,9,4
hence,C1,4.38,5,1
offspring,C1,3.77,9,2
implicate,C1,2.84,9,3
fit,C1,4.95,3,1
oblige,C1,3.1,6,2
drive,C1,5.13,5,1
drive,C1,5.13,5,1
collaborate,C1,3.51,11,4
collaborator,C1,3.16,12,5
collaboration,C1,4.28,13,5
collaborative,C1,3.78,13,5
showy,C1,2.79,5,2
wrangle,C1,2.6,7,2
premise,C1,3.82,7,2
advantageous,C1,3.33,12,4
parasite,C1,3.51,8,3
fanciful,C1,2.97,8,3
poise,C1,3.04,5,1
customary,C1,3.53,9,4
insightful,C1,3.41,10,3
notable,C1,4.07,7,3
vicious,C1,3.83,7,2
viciously,C1,2.93,9,3
pupil,C1,3.81,5,2
withdrawn,C1,3.9,9,2
withdrawal,C1,4.05,10,3
torturous,C1,2.57,9,3
depict,C1,3.41,6,2
depiction,C1,3.45,9,3
upheaval,C1,3.13,8,3
shortlist,C1,3.07,9,2
shortlist,C1,3.07,9,2
uneventful,C1,2.91,10,4
pertinent,C1,3.36,9,3
pertain to,C1,2.88,10,3
daydream,C1,2.98,8,2
daydream,C1,2.98,8,2
protagonist,C1,3.67,11,4
simplicity,C1,3.77,10,4
blockbuster,C1,3.48,11,3
resonate,C1,3.19,8,3
sequel,C1,3.98,6,2
irony,C1,3.86,5,3
acidic,C1,3.34,6,3
align,C1,3.63,5,2
alignment,C1,3.78,9,3
manipulation,C1,3.85,12,5
suitor,C1,2.98,6,2
deceit,C1,3.24,6,2
alienate,C1,3.03,8,3
persuasively,C1,2.36,12,4
compel,C1,3.28,6,2
confinement,C1,3.46,11,3
minutiae,C1,2.65,8,4
peasant,C1,3.62,7,2
inexplicable,C1,3.13,12,5
inexplicably,C1,3.01,12,5
pigeon,C1,3.61,6,2
harass,C1,3.28,6,2
harassment,C1,4.01,10,3
believably,C1,1.89,10,3
readable,C1,3.29,8,3
cleverness,C1,2.69,10,3
persecute,C1,2.79,9,3
persecution,C1,3.72,11,4
smug,C1,3.31,4,1
smugly,C1,2.39,6,2
ferocious,C1,3.21,9,3
ferociously,C1,2.46,11,4
hostile,C1,4.07,7,2
hostility,C1,3.61,9,4
dismay,C1,3.26,6,2
dismay,C1,3.26,6,2
methodical,C1,3.02,10,4
ruthless,C1,3.65,8,2
ruthlessness,C1,2.52,12,3
talkative,C1,2.97,9,3
awe,C1,3.8,3,1
clan,C1,3.97,4,1
privileged,C1,3.81,10,2
crumble,C1,3.29,7,2
crumb,C1,2.97,5,1
pace,C1,4.38,4,1
closeness,C1,3.14,9,2
rarity,C1,3.36,6,3
evoke,C1,3.27,5,2
repel,C1,3.2,5,2
repellant,C1,2.24,9,3
repellant,C1,2.24,9,3
aqua,C1,3.43,4,2
aquarium,C1,3.56,8,4
insightful,C1,3.41,10,3
insightfully,C1,1.48,12,4
flashback,C1,3.47,9,2
self-worth,C1,4.9,10,2
agonize,C1,2.14,7,3
cite,C1,3.67,4,1
citation,C1,3.82,8,3
recite,C1,3.28,6,2
ecstasy,C1,3.48,7,3
ecstatic,C1,3.37,8,3
ecstatically,C1,2.03,12,4
pleasurable,C1,3.09,11,4
nature,C1,4.98,6,2
substantially,C1,3.96,13,4
favorably/favourably,C1,2.74,20,4
diversity,C1,4.32,9,4
elitist,C1,3.07,7,3
grumble,C1,2.8,7,2
rumble,C1,3.43,6,2
rumble,C1,3.43,6,2
neglectful,C1,2.46,10,3
roundup,C1,3.29,7,2
conscientious,C1,3.24,13,4
conscientiously,C1,2.36,15,5
indefinite,C1,3.41,10,4
indefinitely,C1,3.65,12,5
atmospheric,C1,3.84,11,4
fuse,C1,3.62,4,1
fusion,C1,4.02,6,2
robust,C1,3.94,6,2
robustly,C1,2.39,8,3
dismal,C1,3.26,6,2
dismally,C1,2.1,8,3
crave,C1,3.47,5,1
craving,C1,3.56,7,2
prospective,C1,3.87,11,3
swap,C1,3.94,4,1
remotely,C1,3.75,8,3
splatter,C1,2.77,8,2
automatic,C1,4.36,9,4
automatically,C1,4.52,13,5
exhaust,C1,3.81,7,2
violet,C1,3.84,6,3
bubbly,C1,3.2,6,2
chaotically,C1,1.95,11,4
apprehensive,C1,3.03,12,4
settee,C1,2.44,6,2
trampoline,C1,3.14,10,3
stamina,C1,3.39,7,3
ploy,C1,3.22,4,1
dither,C1,2.11,6,2
overalls,C1,3.0,8,3
unison,C1,3.27,6,3
snail,C1,3.67,5,1
bliss,C1,3.78,5,1
acre,C1,3.93,4,2
calf,C1,3.71,4,1
heifer,C1,2.6,6,2
ewe,C1,2.79,3,1
adversary,C1,3.29,9,4
victorious,C1,3.57,10,4
victoriously,C1,2.03,12,5
profound,C1,3.94,8,2
profoundly,C1,3.51,10,3
baldly,C1,1.87,6,2
bald,C1,3.83,4,1
bearded,C1,3.34,7,2
professionalism,C1,3.4,15,6
artistically,C1,2.92,12,4
popularization,C1,2.23,14,6
pendulum,C1,3.27,8,3
predecessor,C1,3.82,11,4
boast,C1,3.51,5,1
lapse,C1,3.49,5,1
ceaseless,C1,2.57,9,2
ceaselessly,C1,2.4,11,3
climax,C1,3.6,6,2
climactic,C1,2.87,9,3
anticlimactic,C1,2.23,13,5
scramble,C1,3.39,8,2
forfeit,C1,3.32,7,2
twitch,C1,3.76,6,1
twitch,C1,3.76,6,1
intellect,C1,3.49,9,3
descent,C1,3.93,7,2
shed,C1,4.23,4,1
exodus,C1,3.69,6,3
immortalize,C1,2.06,11,4
genome,C1,3.7,6,2
fraction,C1,3.96,8,2
faction,C1,3.79,7,2
physique,C1,3.29,8,2
utensil,C1,2.52,7,3
otter,C1,3.37,5,2
clammy,C1,2.47,6,2
absolute,C1,4.54,8,3
dispense,C1,3.11,8,2
dispensable,C1,2.19,11,4
dispensary,C1,3.09,10,4
indispensable,C1,3.34,13,5
diverge,C1,2.83,7,2
divergence,C1,3.17,10,3
divergent,C1,3.38,9,3
burst,C1,4.15,5,1
superficial,C1,3.56,11,4
superficially,C1,2.9,13,5
aesthetic,C1,4.02,9,3
aesthetically,C1,3.19,13,4
scrutinize/scrutinise,C1,2.12,21,6
scrutiny,C1,3.74,8,3
quip,C1,2.67,4,1
quip,C1,2.67,4,1
woo,C1,3.87,3,1
criteria,C1,4.21,8,4
plausible,C1,3.64,9,3
plausibility,C1,2.55,12,5
plausibly,C1,2.62,9,3
instinctive,C1,3.04,11,3
instinctively,C1,3.25,13,4
stylistic,C1,3.14,9,3
stylistically,C1,2.65,13,4
inheritance,C1,3.8,11,4
inherent,C1,3.83,8,3
inherently,C1,3.59,10,4
tune,C1,4.27,4,1
spontaneous,C1,3.71,11,4
honk,C1,2.95,4,1
honk,C1,2.95,4,1
goose,C1,3.84,5,1
innovate,C1,3.13,8,3
innovation,C1,4.32,10,4
innovative,C1,4.1,10,4
connoisseur,C1,2.89,11,3
abstraction,C1,3.3,11,3
tantrum,C1,3.13,7,2
institute,C1,4.8,9,3
discard,C1,3.37,7,2
fatality,C1,3.16,8,4
angle,C1,4.38,5,2
stiffen,C1,2.49,7,2
wooded,C1,3.38,6,2
hostile,C1,4.07,7,2
hostility,C1,3.61,9,4
flatter,C1,3.27,7,2
flattery,C1,2.96,8,3
aimless,C1,2.65,7,2
aimlessly,C1,2.82,9,3
meaningless,C1,3.7,11,3
meaninglessly,C1,1.51,13,4
candid,C1,3.45,6,2
candidly,C1,2.76,8,3
vitality,C1,3.41,8,4
provoke,C1,3.5,7,2
provocative,C1,3.44,11,4
provocatively,C1,2.4,13,5
clench,C1,2.65,6,1
haggle,C1,2.65,6,2
scorn,C1,3.13,5,1
scornful,C1,2.29,8,2
scornfully,C1,1.92,10,3
animatedly,C1,1.89,10,5
obscure,C1,3.85,7,2
obscure,C1,3.85,7,2
obscurely,C1,1.97,9,3
elevate,C1,3.38,7,3
elevation,C1,3.9,9,4
pose,C1,4.1,4,1
tedious,C1,3.5,7,3
tediously,C1,2.01,9,4
succession,C1,3.97,10,3
formality,C1,3.15,9,4
jog,C1,3.3,3,1
mountaineer,C1,2.76,11,3
pioneer,C1,3.91,7,3
pioneer,C1,3.91,7,3
quest,C1,4.27,5,1
transatlantic,C1,3.2,13,4
rudiments,C1,2.35,9,3
paddle,C1,3.49,6,2
immense,C1,3.88,7,2
immensely,C1,3.57,9,3
advisory,C1,4.18,8,4
trying,C1,5.47,6,2
adrenaline,C1,3.52,10,4
tinker,C1,3.28,6,2
tinker,C1,3.28,6,2
lavatory,C1,2.9,8,4
expedition,C1,3.99,10,4
pinnacle,C1,3.45,8,3
insecure,C1,3.72,8,3
insecurely,C1,1.63,10,4
reassure,C1,3.3,8,3
reassurance,C1,3.27,11,4
insensitive,C1,3.45,11,4
insensitively,C1,1.58,13,5
profess,C1,2.94,7,2
drawback,C1,3.21,8,2
resort,C1,4.37,6,2
resort,C1,4.37,6,2
oversee,C1,3.51,7,3
overseer,C1,2.93,8,4
estimation,C1,3.46,10,4
commission,C1,4.91,10,3
commission,C1,4.91,10,3
liaison,C1,3.58,7,3
stressfully,C1,1.08,11,3
loom,C1,3.34,4,1
notwithstanding,C1,3.48,15,4
structurally,C1,3.19,12,4
structural,C1,4.18,10,3
chauffer,C1,1.76,8,2
chauffer,C1,1.76,8,2
sedentary,C1,3.14,9,4
rapport,C1,3.17,7,2
landscape,C1,4.36,9,2
consultation,C1,4.02,12,4
consultancy,C1,3.46,11,4
bloom,C1,3.93,5,1
engineer,C1,4.5,8,3
retention,C1,3.81,9,3
quarry,C1,3.6,6,2
specification,C1,3.75,13,5
contract,C1,4.94,8,2
contract,C1,4.94,8,2
contractor,C1,4.08,10,3
query,C1,3.64,5,2
possessor,C1,2.58,9,3
chill,C1,4.18,5,1
chill,C1,4.18,5,1
chilly,C1,3.5,6,2
frost,C1,3.95,5,1
frosty,C1,3.2,6,2
man,C1,5.82,3,1
unmanned,C1,3.28,8,2
impersonal,C1,2.92,10,4
impersonally,C1,1.59,12,5
impersonate,C1,2.75,11,4
impersonator,C1,2.73,12,5
impersonation,C1,2.87,13,5
buzzer,C1,3.4,6,2
desertion,C1,2.85,9,3
unoccupied,C1,2.93,10,4
stuffy,C1,3.03,6,2
stuffily,C1,0.0,8,2
stuffiness,C1,1.67,10,2
gape,C1,2.54,4,1
gape,C1,2.54,4,1
repute,C1,2.64,6,2
toughness,C1,3.31,9,2
recall,C1,4.4,6,2
recollection,C1,3.28,12,4
plumbing,C1,3.59,8,2
usher,C1,3.51,5,2
glum,C1,2.52,4,1
glumly,C1,1.88,6,2
gamely,C1,2.04,6,2
dissect,C1,2.9,7,2
dissection,C1,3.01,10,3
commend,C1,3.25,7,2
commendation,C1,3.0,12,4
thereby,C1,4.03,7,2
flick,C1,3.63,5,1
flicker,C1,3.1,7,2
unenviable,C1,2.26,10,5
unenviably,C1,0.0,10,4
voice,C1,5.07,5,1
tread,C1,3.52,5,1
allege,C1,3.18,6,2
allegation,C1,3.5,10,4
bribe,C1,3.5,5,1
bribe,C1,3.5,5,1
bribery,C1,3.4,7,3
inclusion,C1,4.02,9,3
inclusive,C1,3.97,9,3
inclusively,C1,1.93,11,4
unconvincing,C1,2.69,12,4
unconvincingly,C1,1.71,14,5
recharge,C1,3.4,8,2
facilitation,C1,2.92,12,5
condition,C1,4.86,9,3
conditional,C1,3.59,11,4
conditionally,C1,2.52,13,5
tone,C1,4.49,4,1
align,C1,3.63,5,2
alignment,C1,3.78,9,3
supple,C1,2.87,6,2
manicure,C1,2.99,8,3
manicure,C1,2.99,8,3
pedicure,C1,2.71,8,3
facial,C1,4.1,6,2
facial,C1,4.1,6,2
bouquet,C1,3.41,7,2
refurbish,C1,2.57,9,3
grounds,C1,4.43,7,1
grounds,C1,4.43,7,1
grounds,C1,4.43,7,1
ground,C1,5.15,6,1
lethargy,C1,2.69,8,3
lethargic,C1,2.78,9,3
lethargically,C1,1.15,13,4
stately,C1,3.13,7,2
conserve,C1,3.37,8,2
conservatory,C1,3.3,12,5
disquieting,C1,2.33,11,4
fiercely,C1,3.35,8,2
grapefruit,C1,3.17,10,2
exotic,C1,3.91,6,3
exotically,C1,1.71,10,5
flask,C1,3.2,5,1
spacious,C1,3.41,8,2
gourmet,C1,3.36,7,2
gourmet,C1,3.36,7,2
rich,C1,4.91,4,1
conjure,C1,3.1,7,2
creamy,C1,3.43,6,2
sauna,C1,3.25,5,2
remedial,C1,3.08,8,4
sedate,C1,2.76,6,2
sedately,C1,1.54,8,3
sedate,C1,2.76,6,2
clutch,C1,3.88,6,1
clutch,C1,3.88,6,1
stagger,C1,2.82,7,2
staggering,C1,3.5,10,3
dutiful,C1,2.63,7,3
dutifully,C1,2.67,9,4
calorie,C1,3.59,7,3
firm,C1,4.79,4,1
fabulously,C1,2.69,10,4
premise,C1,3.82,7,2
premises,C1,4.02,8,3
eclectic,C1,3.37,8,3
eclectic,C1,3.37,8,3
eclectically,C1,1.35,12,4
revere,C1,3.09,6,2
harbor/harbour,C1,3.76,14,3
recognizable/recognisable,C1,2.85,25,7
recognizably/recognisably,C1,1.63,25,6
batter,C1,3.56,6,2
battery,C1,4.52,7,3
batter,C1,3.56,6,2
batter,C1,3.56,6,2
unreliably,C1,1.33,10,4
waterfront,C1,3.56,10,3
amply,C1,2.61,5,2
amplification,C1,3.12,13,5
battered,C1,3.41,8,2
battered,C1,3.41,8,2
comply,C1,4.04,6,2
compliance,C1,4.17,10,3
compliant,C1,3.42,9,3
compliantly,C1,1.11,11,4
blankness,C1,1.76,9,2
exuberant,C1,2.97,9,4
exuberantly,C1,2.01,11,5
linear,C1,4.12,6,3
linearly,C1,2.85,8,4
flourish,C1,3.53,8,2
flourish,C1,3.53,8,2
anchor,C1,4.02,6,2
anchored,C1,3.46,8,2
domination,C1,3.7,10,4
dominant,C1,4.23,8,3
dominantly,C1,2.23,10,4
interject,C1,2.37,9,3
interjection,C1,2.16,12,4
gush,C1,2.83,4,1
gushing,C1,2.98,7,2
gush,C1,2.83,4,1
gushingly,C1,0.0,9,3
voracious,C1,2.77,9,3
voraciously,C1,2.1,11,4
sketchbook,C1,2.78,10,2
sketch,C1,4.04,6,1
prop,C1,3.77,4,1
prop,C1,3.77,4,1
imp,C1,3.23,3,1
impish,C1,2.15,6,2
impishly,C1,1.33,8,3
wicked,C1,3.99,6,2
wickedly,C1,2.56,8,3
gusto,C1,3.0,5,2
tantamount,C1,2.93,10,3
antics,C1,3.38,6,2
lapse,C1,3.49,5,1
lapse,C1,3.49,5,1
impede,C1,3.14,6,2
impediment,C1,3.05,10,4
taut,C1,2.91,4,1
tautly,C1,1.52,6,2
jersey,C1,4.66,6,2
jersey,C1,4.66,6,2
startling,C1,3.4,9,2
startlingly,C1,2.42,11,3
slack,C1,3.71,5,1
slack,C1,3.71,5,1
slack,C1,3.71,5,1
slackly,C1,0.0,7,2
unwavering,C1,3.01,10,4
unwaveringly,C1,1.72,12,5
removed,C1,4.79,7,2
beguiling,C1,2.55,9,3
beguilingly,C1,1.3,11,4
blithely,C1,2.44,8,2
stray,C1,3.74,5,1
stray,C1,3.74,5,1
stray,C1,3.74,5,1
mythological,C1,3.06,12,5
mythology,C1,3.64,9,4
venerate,C1,2.28,8,3
veneration,C1,2.87,10,4
ethical,C1,4.07,7,3
ethically,C1,3.11,9,4
heroine,C1,3.53,7,3
refreshing,C1,3.83,10,3
refresh,C1,3.65,7,2
refreshingly,C1,2.68,12,4
zany,C1,2.67,4,2
